Word,Iconicity
meadow,-1
meander,1.909090909
measles,1.1
measure,0.545454545
meat,0.2
meaty,0.933333333
medal,0.9
medicinal,0.714285714
medicine,1.272727273
meet,-0.615384615
meeting,1.083333333
megaphone,3.1
mellow,1.928571429
melodious,1.416666667
melody,0.75
melon,-0.214285714
melt,0.615384615
melted,1.25
mental,0.461538462
menu,-1.363636364
meow,3.5
meowing,3.5
mere,0.428571429
metal,1.166666667
metallic,0.75
method,0.571428571
microscope,-0.1
microscopic,0
microwave,-1.6
mild,0.75
milk,0.733333333
mill,0.733333333
million,-0.692307692
mind,0.714285714
mine,1.5
mini,3.9
miniature,-1.833333333
minnow,0.7
mint,0.538461538
minty,0.615384615
minuscule,-1
minute,1.071428571
mirror,2.090909091
miss,1.923076923
missile,0.1875
mist,2.461538462
misty,2.8
mittens,0
mixer,2.4
moan,3.714285714
moaning,2.916666667
mockingbird,2.1
moist,1.916666667
molasses,1.153846154
mold,0
moldy,0.928571429
moment,0.083333333
mommy,1.4
monastery,-1
money,-0.6
mongoose,-1
monkey,0.285714286
monster,1.071428571
moo,3.882352941
moon,0.1
moonlight,2
moose,0.3
mop,1.8125
mope,1.181818182
more,1.125
morgue,1.2
morning,-1.8
mosquito,-1.1
moss,0.181818182
moth,-0.181818182
mother,0.307692308
motion,0.866666667
motionless,-1.083333333
motorcycle,1.2
mottle,0.083333333
mottled,0.642857143
mountain,1.083333333
mouse,0
mouth,1.333333333
move,0.3
moveable,-0.2
movie,0.285714286
much,0.416666667
mud,1.692307692
muddy,1.266666667
muffin,1.076923077
muffle,2.5
muffled,3
mug,0
muggy,2.615384615
mumble,3.466666667
mumbling,2.533333333
munch,3.4
mural,-1
murder,0.071428571
murk,1.692307692
murky,3.416666667
murmur,3.833333333
murmuring,2.75
muscle,-0.153846154
muscular,1.818181818
museum,0.4
mush,3.076923077
mushroom,-0.615384615
mushroomy,0.384615385
mushy,4.384615385
music,0.363636364
musical,1.5
musk,1.285714286
musky,2.142857143
must,1.5
mustard,-0.6
musty,2.4
mute,0.545454545
mutter,1.846153846
muttering,2.230769231
muzzle,2.3
my,1.5
myth,-0.076923077
nail,0.181818182
name,0.071428571
nap,1.272727273
napkin,-0.545454545
narrow,0.285714286
naughty,0.4
near,0.538461538
neck,-1
necklace,-0.2
nectarine,0.5
new,-0.285714286
newt,0.333333333
nice,0.8125
nickel,0.727272727
nifty,-0.166666667
night,1.090909091
nightfall,1.5
nightgown,0.909090909
nightingale,-1.2
nightmare,1.25
no,2.8125
noble,0.545454545
node,-1
noise,0.909090909
noisy,1.4
nonbreakable,0.833333333
none,0.833333333
nonsymmetrical,-0.090909091
noodles,1.714285714
nose,0.25
not,1.384615385
note,0
now,1.461538462
noxious,0.384615385
number,-0.3
nurse,1
nut,1.285714286
nuts,0.545454545
nutty,1.615384615
nylon,0.545454545
oak,-0.636363636
obese,0.545454545
object,-0.166666667
oblique,0.272727273
oblivion,2.2
oblong,1
observe,1.454545455
ocean,0.928571429
octagonal,1.1
octopus,2.090909091
odd,1
odor,1.083333333
odorous,0.083333333
of,0.230769231
off,1.9
offer,0.076923077
oily,0.923076923
oink,3.615384615
old,1.266666667
olive,0.6
ominous,1.333333333
on,0.916666667
one,1.846153846
onion,0.181818182
oniony,0.692307692
ooze,3
open,1.1
opening,0.769230769
opportunity,1.153846154
oppose,-0.461538462
opposition,-0.461538462
optimism,0.1
orange,0.230769231
orangey,-0.076923077
orangutan,-0.4
orchestra,0
order,1.142857143
orderly,0.384615385
origin,0.333333333
oriole,-0.545454545
ostrich,0.4
other,-0.083333333
otter,0.2
ouch,3.461538462
ought,-0.230769231
our,-0.909090909
out,0.923076923
oval,1.714285714
oven,0.133333333
over,0.8
oversized,2.727272727
overture,-0.153846154
owie,2.538461538
owl,0.090909091
own,0.428571429
owner,1
ox,-0.1
pain,0.230769231
painful,1
paint,1.727272727
paintbrush,1
painted,1.454545455
pair,-0.5
pajamas,-0.588235294
palace,0.8
palatable,-1.333333333
palate,-0.333333333
pale,1.230769231
palm,-0.1
pan,1.2
panda,-0.9
panic,1.083333333
pant,1.416666667
panther,1
pants,-0.153846154
paper,0.416666667
paperclip,1.6
papery,0.909090909
parade,0.5
parakeet,-0.1
parallel,0.3
parchment,-0.642857143
pardon,0.5
park,0.384615385
parka,0.8
parrot,1.090909091
parsley,-0.416666667
partridge,-0.727272727
party,1.923076923
past,1.214285714
pat,3
pattern,0.333333333
patterned,0.461538462
pea,1.6
peace,1.2
peach,0
peachy,1.538461538
peacock,-0.416666667
pear,0
pearl,1.181818182
peas,0.454545455
pebbly,2.1
peekaboo,1.8
peeling,2.181818182
peep,2.9
peg,2.2
pelican,0.909090909
pen,0.6875
pencil,0.625
penguin,-1.583333333
penis,-0.2
penny,-0.2
people,0.6
pepper,1.571428571
peppery,1.083333333
perceive,0.5
perch,1.1
perforated,-0.9
perfume,-0.071428571
perfumed,0.714285714
perjury,0.8
permission,-1.454545455
permit,0.692307692
perpendicular,-1.2
person,-0.2
personnel,0.285714286
petite,1.615384615
petticoat,-0.928571429
pheasant,0.636363636
philosophy,0.692307692
phone,0.083333333
piano,-0.7
piccolo,1.818181818
pick,2.076923077
pickle,1.545454545
picnic,-0.538461538
picture,-0.071428571
pie,-0.272727273
piece,0.8
pier,0.090909091
pig,0.5
pigeon,0.181818182
pill,0.3
pillow,0.466666667
pin,1.909090909
pine,1.3
pineapple,0.1
ping,3.636363636
pink,-0.153846154
pipe,0.333333333
piranha,0.636363636
pistol,0.363636364
pizza,0.7
plain,1.357142857
plan,-0.076923077
plane,-0.461538462
planet,-0.615384615
plant,-0.2
plastic,0.307692308
plate,0.928571429
platform,-0.6
platypus,0.166666667
plausible,0.133333333
play,1.083333333
please,0.6
pliable,1.181818182
pliers,1.9
plod,1.727272727
plug,0.833333333
plum,0.727272727
plush,1.333333333
poet,0.8
poetry,1.357142857
pointed,2.909090909
pointy,2.4
pole,0.181818182
police,0.058823529
polio,-1.3
polish,0.333333333
polished,0.769230769
pony,-0.071428571
pool,0.3
poor,-1.2
pop,4.076923077
popping,3.5
popsicle,0.5
porch,-0.6
porcupine,1.909090909
pork,0.166666667
portion,0.416666667
portly,1.375
portray,0.5
pot,1.545454545
potato,0.857142857
potty,0.7
pound,0.25
pour,1.3
powder,0.307692308
prance,2
precious,0.538461538
prefer,0.166666667
premier,1.142857143
preparation,-0.181818182
prepare,0.384615385
preposterous,0.538461538
present,0.307692308
president,0.583333333
press,0.25
pressure,0.666666667
pretend,-1
pretty,2
pretzel,0.181818182
prick,2.642857143
prickly,2.333333333
pride,0.142857143
primary,-0.230769231
prime,0.928571429
prince,1.307692308
prior,-0.083333334
prison,0.866666667
prize,-0.230769231
problem,0.714285714
produce,0.071428571
production,0.583333333
projector,0.2
promote,0.142857143
promotion,0
prompt,2
proof,0.75
proper,0.857142857
property,0
proportion,1.153846154
provision,-0.083333333
prowl,1.909090909
proxy,-0.818181818
prune,2
psyche,0.333333333
public,-0.2
pudding,0.3
puff,2.6
puffy,2.833333333
pull,2.083333333
pulsating,2.333333333
pulse,2.416666667
pulsing,1.615384615
pump,2.363636364
pumpkin,-0.583333333
pun,-0.375
punch,2.076923077
pungent,1.571428571
punk,1.5
puny,2
pup,1.5
pupil,-0.642857143
puppy,0.666666667
purl,-0.6
purple,1.181818182
purpose,0.333333333
purr,3.538461538
purring,3.75
purse,-1.636363636
push,2.333333333
put,1.230769231
putrid,1.076923077
puzzle,1.666666667
pylon,-1.636363636
pyramid,1.272727273
pyramidal,0.090909091
python,2.1
quack,4.076923077
quail,-0.272727273
quality,-1.727272727
quantity,0.666666667
quarrel,-0.083333333
question,0.416666667
quick,3.333333333
quiet,1
quota,-0.916666667
rabbit,1.090909091
raccoon,0.727272727
race,-0.083333333
racer,1.818181818
racket,1.1
racquet,1.75
radiant,1.733333333
radio,0.583333333
radish,-1.727272727
raft,0.3
ragged,1.083333333
rain,0.333333333
rainbow,1
raisin,0
rake,1.6
ramble,2.166666667
rancid,0.285714286
rapid,2.6
rarity,0.545454545
rasp,2
raspberry,0.727272727
raspy,3.2
rat,1.636363636
rattle,3.272727273
rattlesnake,2.916666667
raucous,1.416666667
raven,0
razor,1.916666667
read,0.090909091
real,0.923076923
recall,0.166666667
recognition,-0.076923077
recognize,0
rectangle,0.230769231
rectangular,0.307692308
red,1.833333333
reddish,1.307692308
redeem,0.214285714
reduce,0.181818182
reduction,0.466666667
reek,2.533333333
reeking,1.076923077
reflect,0.6
reflection,0.6
refrigerate,0.416666667
refrigerator,0.571428571
refute,0.230769231
regret,0.153846154
relate,0.076923077
relation,0.090909091
release,2
relief,1.384615385
remedy,0
rent,-0.083333333
repent,-1.2
reprisal,0.2
republic,0.230769231
require,-0.5
requirement,0.461538462
resent,0
resign,-0.857142857
resist,0.769230769
resistance,1.071428571
resounding,1.090909091
reverberate,0.571428571
reverberating,0.230769231
revolve,0.5
revolver,1.636363636
rhino,0.5
rhinoceros,1.25
rhubarb,-1.5
rhythm,1.384615385
rhythmic,1.571428571
ribbed,1.3
rice,0.272727273
ride,1.166666667
ridged,1.3
rifle,0
right,0.916666667
rigid,1.9
ring,3.153846154
riot,0
rip,3.736842105
ripe,0.714285714
ripple,2.142857143
rippled,2.076923077
rippling,2.214285714
rise,1.5
river,1
road,0.181818182
roam,0.545454545
roar,3.923076923
roaring,3.25
roast,0.714285714
roasted,1.571428571
roasting,0.076923077
rob,0
robe,0.8
robin,0.818181818
rock,1.272727273
rocker,0.090909091
rocket,0.9
rocky,1.7
role,-0.071428571
roll,1.333333333
rolled,2.6
roof,-0.25
room,0.058823529
roost,0.2
rooster,0.833333333
root,0.571428571
rope,0
rose,0.545454545
rot,1.230769231
rotate,1.727272727
rotten,2.142857143
rotund,1.857142857
rough,2.142857143
round,2.785714286
route,-1.230769231
rub,1.5
rubber,0.8
rubbery,1.75
rugged,2.090909091
ruin,0.461538462
ruler,-0.3
rumble,2.818181818
rumbling,3.285714286
run,0.909090909
rush,1.857142857
rust,0.75
rustle,2.571428571
rustling,2.416666667
rusty,1.4
sack,1.5
sad,1.769230769
saddle,1.272727273
safe,0.5625
safety,-0.307692308
sail,1.545454545
sailboat,0.583333333
salamander,0
salmon,-0.454545455
salt,-0.090909091
salty,0.923076923
same,0
sand,0.461538462
sandals,-0.090909091
sandpaper,1.7
sandwich,-0.133333333
sandy,1.545454545
sardine,0.9
satin,0.3
satiny,0.272727273
satisfaction,-0.769230769
satisfy,0.416666667
sauce,1.166666667
saucer,1
saunter,1.909090909
savor,1.4
savory,1.8
saw,1.733333333
saxophone,0.6
say,0.8
scalding,1
scale,-1.363636364
scaly,0.769230769
scamper,1.923076923
scar,0.8
scare,0.666666667
scared,1.384615385
scarf,0.416666667
scent,-0.133333333
scented,0.25
scentless,-0.928571429
schedule,0.461538462
school,-0.214285714
schoolbus,2.2
scissors,1.75
scoot,3.545454545
scooter,1.3
scorching,1.818181818
scorpion,1
scramble,2.3
scrap,-0.0625
scratch,3.285714286
scratchy,2.5
scrawny,2.5
scream,2.5
screaming,2.083333333
screech,4.333333333
screeching,3.5
screwdriver,1.727272727
screws,0.727272727
scrunch,2.166666667
scrunchy,2.6
scud,1.3
scurry,2.923076923
scutter,2.5
scuttle,2.7
sea,-1.461538462
seagull,1.363636364
seal,-0.454545455
sear,2.142857143
searing,1.571428571
seat,1.454545455
seaweed,2.5
second,0.230769231
see,1.272727273
seed,-0.083333333
select,0.076923077
selection,-0.083333333
senior,1
septic,-0.416666667
sequined,-0.3
serene,1.1
sergeant,1
serrated,2
sew,-0.125
shack,0.9
shadow,-0.230769231
shadowy,2.363636364
shag,1
shaggy,1
shake,2.615384615
shall,-0.571428571
shallow,-0.916666667
shame,1.8
shape,0.8
shapely,0.9
share,-0.444444444
sharp,1.333333333
shawl,-1.1
she,0.714285714
shed,0.181818182
sheep,1
sheer,1.615384615
sheet,-0.636363636
shell,0.928571429
shelves,-0.083333333
shh,3.5625
shield,1.9
shift,1.714285714
shimmer,2.357142857
shimmering,2.384615385
shine,2.266666667
shiny,2.214285714
ship,0.8
shirt,-0.375
shock,2.25
shoe,-0.3125
shoes,0.272727273
shoot,2.6
shopping,1.411764706
shore,-0.5
short,2.428571429
shorts,0.5625
shot,2.909090909
shotgun,1.181818182
shoulder,-0.5
shovel,1.2
show,0.846153846
shower,0.941176471
shriek,3.5
shrieking,3.846153846
shrill,3.285714286
shrimp,2.666666667
shuffle,3.2
sick,2
sigh,2.8
sight,0.181818182
silent,-2.166666667
silk,2.923076923
silky,2.909090909
silver,0.923076923
sin,0.1
sing,1.7
singer,1.909090909
sink,0.5
sister,0.533333333
sit,0.866666667
site,-0.8
situation,-0.230769231
sizzle,3.818181818
sizzling,3.857142857
skate,1.416666667
skateboard,3.6
skedaddle,1.3
skillet,0.4
skim,1.642857143
skin,-0.083333333
skinny,1.928571429
skip,2.090909091
skirt,0.076923077
skis,0.7
skitter,1.7
skulk,2.25
skunk,1.6
sky,0
skyscraper,1.6
slab,1.5
slack,-0.3
slang,0.272727273
slant,1.6
slanted,1.545454545
slash,2.818181818
slate,1.363636364
slave,-0.571428571
slavery,0.933333333
slay,0.6
sled,0.6
sledgehammer,1.7
sleek,3
sleep,0.769230769
sleepy,1.416666667
sleet,2.181818182
sleigh,0.090909091
slender,1.272727273
slick,2.066666667
slide,1.416666667
slim,1.818181818
slime,3.2
slimy,2.833333333
slingshot,1.8
slip,2.615384615
slipper,1.538461538
slippers,0.6
slippery,3
slipshod,0.8
slit,1.384615385
slither,3.5
slobber,2.3
slog,2.1
sloppy,1.454545455
slosh,3.8
sloth,1.1
slouch,2
slough,0.2
slovenly,0.4
slow,1.636363636
sludge,3.7
slug,1.6
sluggard,1.416666667
slum,2.4
slump,2.272727273
slur,2.5
slurp,3.785714286
slush,3.25
slushy,2.583333333
sly,1.384615385
small,1.923076923
smash,3.5
smell,0.923076923
smelly,0.923076923
smile,1.727272727
smirk,1.8
smoke,2.307692308
smoky,1.3
smooch,3.6
smooshy,3.090909091
smooth,3.25
snack,0.583333333
snail,0.909090909
snake,2
snarl,3.384615385
snarling,3.25
sneak,3.4
sneaker,0
sneeze,1.5
snicker,2.909090909
sniff,3.363636364
snore,2.769230769
snorkle,0.7
snort,2.785714286
snorting,1.307692308
snout,0.75
snow,0.25
snowball,2.7
snub,1.307692308
so,0.909090909
soap,0.214285714
soapy,1.384615385
soccer,0.272727273
social,0.428571429
socialist,0.071428571
sock,0.090909091
socks,-0.333333333
soda,0.705882353
sodden,-0.142857143
sofa,-0.4
soft,2.333333333
soggy,2.846153846
soil,0
soldier,0.6
solid,1.153846154
solution,-0.416666667
solve,0.416666667
some,0.5
song,-0.3
sonorous,-0.166666667
sore,0.923076923
sorry,0.153846154
sound,0.833333333
soundless,-1.818181818
soup,1
sour,1.461538462
spade,-0.090909091
spaghetti,1.066666667
sparkle,2
sparkly,3.071428571
sparrow,-0.3
spatula,-0.1
spear,0.909090909
speckle,-0.066666667
speckled,1.5
speed,1.5
spherical,0.909090909
spice,0.538461538
spicy,1.25
spider,-0.545454545
spike,1.923076923
spiky,2
spill,1.916666667
spilling,1.5
spin,1.454545455
spinach,0.1
spine,1.3
spirit,0.461538462
spit,1.75
spite,2.857142857
splash,3.5
splat,3.7
splintery,2
split,1.076923077
spongy,2.2
spool,0.9
spoon,0.3
sport,1.384615385
spot,1.285714286
spotless,1
spotted,1.25
spring,2.1
sprinkler,1.894736842
sprint,1.7
square,-0.214285714
squawk,3.461538462
squeak,4.230769231
squeaking,3.076923077
squeal,2.923076923
squealing,2.75
squeezable,1.6
squeeze,2.538461538
squid,1.727272727
squirrel,0.363636364
squishy,3.909090909
stab,2.285714286
stadium,0.333333333
staff,0.9
stagger,2.2
stagnant,0.5
stairs,1.461538462
stale,2.384615385
stallion,0.727272727
stampede,1.3
stand,1.5
stapler,1.090909091
star,1.583333333
starched,0.9
starling,0.1
start,-0.181818182
state,0.071428571
statement,-1.384615385
stay,0.833333333
steak,-1.4
steal,0
steamy,2.5
steel,1.333333333
steep,1.5
steeple,0.2
stem,-0.076923077
stench,2.272727273
stenchy,1.5
stereo,1.3
stick,1.928571429
sticky,2.928571429
stiff,1.727272727
sting,2.615384615
stinging,2.692307692
stink,1.5
stinky,2.076923077
stoic,1.2
stomp,4.1
stone,1.272727273
stop,2.5
store,-0.875
stork,0.636363636
storm,0.428571429
stormy,1.230769231
story,0.454545455
stove,-0.3
straight,0.357142857
strain,1.769230769
strainer,0.818181818
strand,-0.272727273
strange,0.5
stranger,-0.142857143
strangle,1.285714286
strawberry,0.375
stray,0.7
streak,1.545454545
street,-0.181818182
strength,1.076923077
stretch,2.4
stretchy,2.272727273
stride,0.727272727
strike,1.083333333
string,0.272727273
stringent,-0.833333333
strip,2.4
stripe,0.75
striped,0.692307692
stroll,0.818181818
stroller,0.785714286
strong,1.4
strut,2.1
stubbly,2.181818182
stubborn,0.454545455
stuck,1.583333333
student,0.928571429
stumble,1.7
stump,1.857142857
stupid,1.727272727
sturdy,1.769230769
suave,1.230769231
submarine,1.636363636
substitute,-0.583333333
subway,1.3
success,-0.846153846
suck,2.692307692
suede,0.363636364
suite,-0.75
sullen,0.285714286
sum,-0.909090909
summer,0.5
sun,-0.090909091
sunburn,1.5
sunlight,1.8
sunny,2
sunset,2.090909091
sunshine,3.090909091
supper,-0.666666667
supply,-0.416666667
surfboard,1.363636364
suspicion,0.25
swagger,0.916666667
swan,-0.75
sway,2.2
sweat,1.153846154
sweater,0.4
sweaty,1.833333333
sweep,3.235294118
sweet,1.25
swell,0.384615385
swerve,2.636363636
swift,3.230769231
swim,1
swimsuit,1.5
swing,2.5
swinging,1.923076923
swirl,2.636363636
swollen,3.1
sword,0.933333333
symbol,-0.846153846
symmetrical,1.1
symphony,1.454545455
synagogue,-1.266666667
system,-0.5
table,-0.125
tack,0.909090909
tact,-0.076923077
tail,-1.076923077
take,1.2
talent,0.142857143
talk,0.214285714
tall,-0.071428571
tang,2.692307692
tangerine,-0.066666667
tangy,1.461538462
tantrum,1.583333333
tap,3.363636364
tape,0.5
taper,-0.142857143
tapering,-1.272727273
tarantula,1.2
target,0.833333333
tarry,0.642857143
tart,0.75
taste,1.142857143
tasteless,0.066666667
tasty,1.076923077
tax,-0.071428571
taxi,-0.5
teach,0.153846154
teacher,0.9375
teacup,0.545454545
team,0.307692308
tear,0.555555556
telephone,-0.3
temperate,1.454545455
template,0.266666667
tend,-0.25
tendency,-0.428571429
tender,1.466666667
tennis,-0.636363636
tent,0.4
tepid,0.272727273
testy,1.357142857
tetrahedral,-0.454545455
text,0
textured,0
thanks,1.416666667
that,-0.0625
the,0.428571429
theatre,-0.454545455
their,-1
them,-0.692307692
theme,0.066666667
then,0.1875
theory,-0.583333333
there,0.461538462
thermometer,1
these,-0.214285714
they,0.454545455
thick,0.615384615
thimble,-1.3
thin,1.285714286
think,0.363636364
thirsty,1.764705882
this,0.133333333
thorn,1.25
thorny,1.384615385
those,0.272727273
thrash,1.461538462
thread,-0.272727273
threat,0.307692308
three,1.615384615
throat,-0.230769231
throw,0.785714286
thud,3.384615385
thudding,2.666666667
thump,3.3
thumping,3.166666667
thunder,2.866666667
thunderous,3.071428571
tick,2.909090909
tickle,2.142857143
ticklish,1.333333333
tie,0.461538462
tiger,0.7
tight,1.916666667
tights,1.727272727
time,-0.7
tin,1.2
tingle,2.333333333
tingly,2.615384615
tinkle,3
tinkling,3.076923077
tiny,3.363636364
tiptoe,1.9
tired,0.166666667
tissue,1.692307692
title,-0.692307692
to,-0.416666667
toad,0.5
toast,0.545454545
toaster,1.5
tobacco,-0.2
today,0.416666667
toddle,1.3
toe,0.142857143
toilet,0.8
tomahawk,-0.4
tomato,0
tomb,0.909090909
tomorrow,1.7
tongs,-0.3
tongue,-1
tonight,0.615384615
too,1
tool,0.538461538
tooth,1
top,1.090909091
torment,2
tornado,1
tortoise,0.363636364
tote,0.333333333
toucan,-0.636363636
touch,0.823529412
tough,1.846153846
tourist,0.454545455
towel,-0.235294118
tower,1.384615385
toy,0.909090909
track,0.571428571
tractor,0.583333333
trailer,0.583333333
train,-0.090909091
trample,2.076923077
translucent,0.333333333
transparent,-0.333333333
trap,1.692307692
trash,0.7
travel,-0.3
tray,-0.066666667
treason,0.538461538
treat,1.285714286
tree,-0.923076923
trek,0.363636364
trend,-0.071428571
trial,0.214285714
triangular,0.533333333
trickle,2.9
tricycle,2.454545455
trim,0.181818182
trip,-0.384615385
tripod,2.1
trolley,0.090909091
trombone,-0.636363636
trot,2.1
trouble,-0.5
trough,0.181818182
trousers,-0.3
trout,-0.909090909
truck,0.6
trudge,0.8
trumpet,0.727272727
trunk,0.666666667
trust,0.2
truth,1.5
try,-0.294117647
tuba,1.3
tubular,1.5
tulip,0.4
tumble,2.181818182
tummy,2
tuna,0.153846154
turkey,0.066666667
turn,0
turnip,0.6
turtle,0
tuxedo,0.2
TV,1.090909091
tweak,1.8
tweed,0.4
tweet,2.2
tweezer,1
twiddle,2
twilight,1.9
twill,-0.3
twine,0.181818182
twinge,1
twirl,3.363636364
twist,2.8
twisted,2.3
two,1
type,1.076923077
typewriter,1.818181818
tyranny,1.2
tyrant,0.4
ugly,1.8
uh oh,4.363636364
ulterior,-0.5
umbrella,0.4
uncle,0.166666667
under,1.176470588
uneven,0.857142857
unfold,0.454545455
unfurl,0.8
unicycle,1.454545455
uniform,0.363636364
unit,-0.214285714
universal,1.363636364
unpalatable,-1.333333333
unripe,-0.714285714
up,1.333333333
uproar,1.818181818
urn,0.3
us,-0.769230769
use,1
vacuum,0.1
vagina,-0.9
valley,0.833333333
value,0.538461538
van,0.090909091
vanilla,0.181818182
variety,-0.307692308
varnished,-1
vary,-0.357142857
vase,-0.181818182
vault,0.545454545
vegetal,0.384615385
vehicle,0.3
veil,-1
velocity,-0.181818182
velour,1.909090909
velvet,1.454545455
velvety,1.727272727
verdict,0.307692308
verge,-0.461538462
vest,0
vibrating,1.666666667
vice,0.583333333
victim,1.846153846
view,0.384615385
vine,1.4
vinegar,-0.615384615
vinegary,0.142857143
viola,1.25
violin,0.7
vitamins,0.583333333
vivid,0.416666667
voice,0
volume,-0.692307692
voluntary,1.642857143
vomit,1.090909091
vote,-0.571428571
vow,0.846153846
vroom,3.545454545
vulture,0.727272727
waddle,3.1
wade,0.454545455
wafflish,0
wag,1.8
wage,-0.153846154
wagon,1
wail,0.5
wailing,1.615384615
wait,-0.5
wake,-0.181818182
walk,0.727272727
walker,0.8
wall,0.4
walnut,0.6
walrus,0.181818182
wand,-0.3
wander,0.545454545
wanna,0.333333333
want,-0.214285714
war,-0.230769231
warble,1.25
warbler,2.666666667
warbling,1.461538462
warm,1.230769231
warrant,0.5
was,-0.833333333
wash,1.461538462
wasp,0.9
waste,0.071428571
watch,1.153846154
water,0.75
watergun,2.1
waxy,0.5
we,1.428571429
weak,1.307692308
weapon,0.076923077
weather,-0.75
weave,0.363636364
weed,1.7
week,-0.461538462
weight,0.416666667
weightless,-1
welcome,1.384615385
welfare,-1.538461538
were,0.6
west,1.117647059
wet,2.25
whale,-1.3
what,0.142857143
wheat,-0.090909091
wheel,0.166666667
wheelbarrow,-0.4
when,-1.125
where,-0.818181818
which,0.090909091
whiff,2.916666667
whiffy,2.857142857
whimper,2.571428571
whimpering,2.5
whine,2.666666667
whining,2.461538462
whip,3.1
whirl,3.818181818
whisper,2.538461538
whispering,2.923076923
whistle,2.153846154
whistling,3
white,0.5
whiteboard,2
whiz,0.3
who,1.375
whole,-0.769230769
why,0.769230769
wicker,-0.153846154
wide,-0.2
wife,0.333333333
wig,1.3
wiggle,2.6
wiggling,2.8
will,0.214285714
willow,1.272727273
win,0.428571429
wind,1.142857143
window,-0.833333333
windy,3.4
wing,1.6
wipe,2
wiry,1.5
wisdom,1.272727273
wise,0.4
wish,2.181818182
wisp,2.153846154
wispy,2.571428571
witch,0.416666667
with,1.166666667
wizened,-0.846153846
wobble,2.4
wobbly,2.818181818
wolf,1.25
woman,-1.2
wooden,1.8
woodpecker,2.8
woods,2.333333333
woof,3.266666667
wool,-0.153846154
woolly,2
work,1.714285714
worker,1.5
worm,1.357142857
worry,0.461538462
would,-2.1
wound,1.133333333
woven,1.1
wrench,1
write,1.181818182
writing,0.357142857
wrong,1.428571429
xylophone,0.5
yacht,-0.9
yahoo,2.769230769
yam,-0.1
yard,-0.272727273
yawn,3.384615385
year,-0.461538462
yell,0.583333333
yellow,0.5
yelp,1.7
yes,2.25
yesterday,0.733333333
yodel,2.9
yogurt,-0.166666667
you,-0.4
young,0.333333333
your,0
yourself,0.333333333
yucky,3.461538462
yum,2.846153846
zebra,-0.538461538
zero,0.692307692
zigzag,4.3
zing,3.066666667
zip,3.4
zipper,2.923076923
zippered,1.583333333
zone,-0.1
zoo,1.538461538
zoom,3.6
zucchini,0.1
